"EMC 289/2017 PL678716 => PL 6787/2016","Marinaldo Rosendo","170000000038","2989137.6"
"EMC 290/2017 PL678716 => PL 6787/2016","Marinaldo Rosendo","170000000038","2989137.6"
"EMC 291/2017 PL678716 => PL 6787/2016","Marinaldo Rosendo","170000000038","2989137.6"
"EMC 292/2017 PL678716 => PL 6787/2016","Marinaldo Rosendo","170000000038","2989137.6"
"EMC 293/2017 PL678716 => PL 6787/2016","Marinaldo Rosendo","170000000038","2989137.6"
"EMC 294/2017 PL678716 => PL 6787/2016","Marinaldo Rosendo","170000000038","2989137.6"
"EMC 295/2017 PL678716 => PL 6787/2016","Marinaldo Rosendo","170000000038","2989137.6"
"EMC 296/2017 PL678716 => PL 6787/2016","Marinaldo Rosendo","170000000038","2989137.6"
"EMC 297/2017 PL678716 => PL 6787/2016","Marinaldo Rosendo","170000000038","2989137.6"
"EMC 298/2017 PL678716 => PL 6787/2016","Marinaldo Rosendo","170000000038","2989137.6"
"EMC 299/2017 PL678716 => PL 6787/2016","Marinaldo Rosendo","170000000038","2989137.6"
"EMC 300/2017 PL678716 => PL 6787/2016","Marinaldo Rosendo","170000000038","2989137.6"
"EMC 301/2017 PL678716 => PL 6787/2016","Herculano Passos","250000002189","11772653.4"
"EMC 302/2017 PL678716 => PL 6787/2016","Sergio Vidigal","80000000387","3710549.64"
"EMC 303/2017 PL678716 => PL 6787/2016","Sergio Vidigal","80000000387","3710549.64"
"EMC 304/2017 PL678716 => PL 6787/2016","Sergio Vidigal","80000000387","3710549.64"
"EMC 305/2017 PL678716 => PL 6787/2016","Sergio Vidigal","80000000387","3710549.64"
"EMC 306/2017 PL678716 => PL 6787/2016","Sergio Vidigal","80000000387","3710549.64"
"EMC 307/2017 PL678716 => PL 6787/2016","Sergio Vidigal","80000000387","3710549.64"
"EMC 308/2017 PL678716 => PL 6787/2016","Ricardo Izar","250000002201","6142722.679999999"
